,index,Image_ID,Question,Ground_Truth,Question_Type
3598,5851,8484.JPG,How many buildings are non flooded?,2,Complex_Counting
3599,5852,8484.JPG,How many buildings can be seen in the image?,2,Simple_Counting
3600,5853,8484.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3601,5854,8485.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3602,5855,8485.JPG,How many buildings are non flooded in this image?,2,Complex_Counting
3603,5856,8485.JPG,How many buildings can be seen in the image?,2,Simple_Counting
3604,5857,8485.JPG,What is the condition of road?,non flooded,Condition_Road
3605,5858,8485.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3606,5864,8487.JPG,What is the condition of road?,non flooded,Condition_Road
3607,5865,8487.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3608,5866,8487.JPG,How many buildings can be seen in the image?,3,Simple_Counting
3609,5867,8487.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3610,5868,8487.JPG,How many buildings are non flooded in this image?,3,Complex_Counting
3611,5869,8488.JPG,How many buildings are non flooded?,3,Complex_Counting
3612,5870,8488.JPG,How many buildings are in this image?,3,Simple_Counting
3613,5871,8488.JPG,What is the condition of road?,non flooded,Condition_Road
3614,5872,8488.JPG,Is the entire road flooded?,No,Yes/No_Road
3615,5873,8488.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3616,5879,8490.JPG,Is the entire road flooded?,No,Yes/No_Road
3617,5880,8490.JPG,How many buildings are non flooded?,2,Complex_Counting
3618,5881,8490.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3619,5882,8490.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3620,5883,8490.JPG,How many buildings can be seen in this image?,2,Simple_Counting
3621,5884,8491.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3622,5885,8491.JPG,Is the entire road flooded?,No,Yes/No_Road
3623,5886,8491.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3624,5887,8491.JPG,How many non flooded buildings can be seen in this image?,1,Complex_Counting
3625,5888,8491.JPG,How many buildings are in the image?,1,Simple_Counting
3626,5889,8492.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3627,5890,8492.JPG,How many non flooded buildings can be seen in this image?,2,Complex_Counting
3628,5891,8492.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3629,5892,8492.JPG,How many buildings can be seen in the image?,2,Simple_Counting
3630,5893,8492.JPG,Is the entire road flooded?,No,Yes/No_Road
3631,5894,8493.JPG,How many buildings are non flooded in this image?,2,Complex_Counting
3632,5895,8493.JPG,Is the entire road flooded?,No,Yes/No_Road
3633,5896,8493.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3634,5897,8493.JPG,How many buildings are in the image?,2,Simple_Counting
3635,5898,8493.JPG,What is the condition of road?,non flooded,Condition_Road
3636,5904,8496.JPG,How many buildings are in this image?,1,Simple_Counting
3637,5905,8496.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3638,5906,8496.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3639,5907,8496.JPG,How many non flooded buildings can be seen in this image?,1,Complex_Counting
3640,5908,8496.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3641,5909,8497.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3642,5910,8497.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3643,5911,8497.JPG,How many buildings are non flooded in this image?,1,Complex_Counting
3644,5912,8497.JPG,How many buildings can be seen in the image?,1,Simple_Counting
3645,5913,8497.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3646,5914,8498.JPG,How many buildings can be seen in this image?,1,Simple_Counting
3647,5915,8498.JPG,How many non flooded buildings can be seen in this image?,1,Complex_Counting
3648,5916,8498.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3649,5917,8498.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3650,5918,8498.JPG,Is the entire road flooded?,No,Yes/No_Road
3651,5919,8500.JPG,What is the condition of road?,non flooded,Condition_Road
3652,5920,8500.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3653,5921,8500.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3654,5922,8501.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3655,5923,8502.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3656,5925,8504.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3657,5927,8506.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3658,5928,8507.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3659,5929,8508.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3660,5931,8510.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3661,5937,8512.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3662,5946,8515.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3663,5947,8515.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3664,5948,8515.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3665,5949,8515.JPG,How many buildings are non flooded?,1,Complex_Counting
3666,5950,8515.JPG,How many buildings can be seen in this image?,1,Simple_Counting
3667,5951,8516.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3668,5952,8516.JPG,What is the condition of road?,non flooded,Condition_Road
3669,5953,8516.JPG,Is the entire road flooded?,No,Yes/No_Road
3670,5954,8517.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3671,5955,8517.JPG,What is the condition of road?,non flooded,Condition_Road
3672,5956,8517.JPG,Is the entire road flooded?,No,Yes/No_Road
3673,5960,8520.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3674,5961,8520.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
3675,5962,8520.JPG,Is the entire road flooded?,No,Yes/No_Road
3676,5963,8521.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3677,5964,8521.JPG,What is the condition of road?,non flooded,Condition_Road
3678,5965,8521.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3679,5966,8522.JPG,What is the condition of road?,non flooded,Condition_Road
3680,5967,8522.JPG,Is the entire road flooded?,No,Yes/No_Road
3681,5968,8522.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3682,5970,8524.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3683,5974,8526.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3684,5975,8526.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3685,5976,8526.JPG,What is the condition of road?,non flooded,Condition_Road
3686,5977,8527.JPG,Is the entire road flooded?,No,Yes/No_Road
3687,5978,8527.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3688,5979,8527.JPG,What is the condition of road?,non flooded,Condition_Road
3689,5980,8528.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
3690,5981,8528.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3691,5982,8528.JPG,What is the condition of road?,non flooded,Condition_Road
3692,5983,8529.JPG,Is the entire road flooded?,No,Yes/No_Road
3693,5984,8529.JPG,What is the condition of road?,non flooded,Condition_Road
3694,5985,8529.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3695,5989,8531.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3696,5993,8535.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3697,5994,8536.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3698,5996,8538.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3699,5997,8539.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3700,5998,8540.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3701,6003,8545.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3702,6004,8546.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3703,6005,8547.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3704,6006,8548.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3705,6008,8550.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3706,6009,8551.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3707,6010,8552.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3708,6011,8553.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3709,6013,8555.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3710,6014,8556.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3711,6018,8560.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3712,6019,8560.JPG,How many buildings are in this image?,2,Simple_Counting
3713,6020,8560.JPG,How many buildings are non flooded in this image?,2,Complex_Counting
3714,6021,8586.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3715,6022,8587.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3716,6023,8588.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3717,6024,8589.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3718,6025,8590.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3719,6028,8593.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3720,6029,8594.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3721,6032,8597.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3722,6033,8598.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3723,6034,8599.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3724,6035,8600.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3725,6038,8603.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3726,6039,8604.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3727,6040,8605.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3728,6041,8615.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3729,6044,8638.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
3730,6045,8658.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
